b'Not only #BoycottChineseProducts Bt need to minimum use of these India companies products or app which have Chinese\xe2\x80\xa6 https://t.co/OyWsnHZCFQ',2020-06-19 11:47:21,1,1,#zomato
"b'#zomato has the worst customer service, I have recived raw maida base with few pieces of paneer on it instead of pi\xe2\x80\xa6 https://t.co/5KyG1y7UIv'",2020-06-19 11:17:17,0,0,#zomato
b'Tinder profiles of the @huxtaburger #redfern #sydneyrestaurants #burgers #redfern #sydneyeats #sydneyburgers\xe2\x80\xa6 https://t.co/JC6aTPukpA',2020-06-19 11:16:59,0,0,#zomato
"b'RT @moneycontrolcom: .@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to driv\xe2\x80\xa6'",2020-06-19 11:13:39,0,5,#zomato
b'Ahead with an upcoming mandatory test scheduled by aviation regulator DGCA for companies that want to commercialise\xe2\x80\xa6 https://t.co/7P0EExjzBj',2020-06-19 11:12:13,0,0,#zomato
b'@ZomatoIN @zomatocare guys are there any phishing happening? stealing of data? how could official zomato care can t\xe2\x80\xa6 https://t.co/URLwe4qTYk',2020-06-19 10:55:26,0,0,#zomato
b'@Zomato @zomatocare please say something during COVID times also you guys gonna cheat me? #covid #zomato',2020-06-19 10:04:46,0,0,#zomato
"b'@swiggy_in order ID 75629882387 Today ordered chicken biryani, find the images,delivery boy not even used mask and\xe2\x80\xa6 https://t.co/zvFUBnJ9Le'",2020-06-19 09:48:19,0,0,#zomato
"b'RT @moneycontrolcom: .@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to driv\xe2\x80\xa6'",2020-06-19 09:26:01,0,5,#zomato
b'Startups started by friends turned out to be successful \xe2\x9c\x85\n\n#rvimincubationcentre #rvim #bangalore #entrepreneur\xe2\x80\xa6 https://t.co/XcWUsgsxGs',2020-06-19 09:19:38,0,0,#zomato
b'Binge on the perfect little bites for amazingly delightful times. Order your favourite now and get it delivered saf\xe2\x80\xa6 https://t.co/jtCyWvjtwf',2020-06-19 09:09:38,14,0,#zomato
"b'RT @excellentweb: The most lucrative countries to start #OnDemand food delivery services are: China (507.8 million users), India (175.9 mil\xe2\x80\xa6'",2020-06-19 09:06:17,0,1,#zomato
"b'The most lucrative countries to start #OnDemand food delivery services are: China (507.8 million users), India (175\xe2\x80\xa6 https://t.co/bYIL9gXIUu'",2020-06-19 09:06:05,0,1,#zomato
"b'RT @moneycontrolcom: .@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to driv\xe2\x80\xa6'",2020-06-19 08:48:56,0,5,#zomato
"b'RT @moneycontrolcom: .@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to driv\xe2\x80\xa6'",2020-06-19 08:45:42,0,5,#zomato
"b'RT @promothash: #HDFC(1%),#Bigbasket, #Byjus, #Flipkart, #Ola, #OYO, #Paytm, #Zomato, #Swiggy, #Snapdeal, #Udaan, #Rivigo, #Quikr, #PolicyB\xe2\x80\xa6'",2020-06-19 08:43:56,0,1,#zomato
"b'RT @moneycontrolcom: .@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to driv\xe2\x80\xa6'",2020-06-19 08:39:51,0,5,#zomato
"b'.@ZomatoIN said it will move ahead with drone testing, but ends arrangement with the company that was roped in to d\xe2\x80\xa6 https://t.co/KsDTYn99f6'",2020-06-19 08:15:40,17,5,#zomato
b'#Zomato parts ways with the company it roped in to deliver food through drones',2020-06-19 08:13:00,0,0,#zomato
